# t (s)	Intensity (a.u.)
0.0000	-0.4611	0.7670	-0.6373	-0.0626	0.2907	-0.0409	-0.4008	-0.7376	0.1711	-0.0556
0.2000	0.3017	-0.2790	-0.5212	0.2965	-0.0411	0.3573	-0.2383	-0.2334	0.0944	0.7850
0.4000	0.0935	0.4368	-0.3542	0.8638	0.6501	0.1933	-0.9138	0.6897	0.0423	0.5621
0.6000	-0.0587	0.5566	0.9496	-0.3533	-0.0164	0.3502	-0.6113	0.9687	-0.0019	-0.4583
0.8000	0.5871	0.1458	-0.5147	-0.0223	0.1469	-0.3991	0.6936	-0.8315	0.6080	-0.1210
1.0000	0.3605	0.1677	0.1256	-0.4832	-0.5175	0.3886	0.0813	0.3329	0.2265	0.2485
1.2000	0.4428	0.2323	0.1031	0.6335	-0.1445	0.0554	0.1949	0.7894	0.3074	0.8109
1.4000	0.3832	1.1054	0.3177	0.5080	0.0341	0.3775	-0.3115	0.6320	-0.5947	-0.3741
1.6000	0.1508	0.7229	0.3378	-1.0400	-0.7003	0.0233	0.6841	0.1390	-0.1958	-0.2874
1.8000	0.3258	0.6547	-0.8165	-0.6075	0.2293	1.2206	-0.0471	-0.9427	-0.3985	0.0310
2.0000	-0.1559	0.0728	-0.1344	0.6976	0.8101	0.7518	-0.6873	-0.7473	0.6984	-0.2375
2.2000	-0.0262	0.8410	-0.2332	0.1754	0.6964	0.6401	-0.0603	-0.2276	-0.3072	-0.6155
2.4000	0.9635	0.1081	0.5398	0.4769	0.1995	0.7908	0.2773	0.1272	-0.2184	1.2078
2.6000	0.3947	0.0894	-0.0105	0.4446	-0.0730	-0.5210	0.1068	-0.9158	-0.5825	0.2986
2.8000	0.8090	-0.5912	0.3223	0.2853	-0.6565	0.1168	-0.2751	-0.2520	-0.0241	-0.7122
3.0000	0.5741	0.1925	-0.7559	-0.2334	0.4114	0.2803	0.6147	-0.4507	-0.1631	0.1591
3.2000	0.2652	-1.1587	0.2718	-0.9423	0.2858	0.2103	0.6634	-0.2388	0.1656	0.9483
3.4000	0.1182	-0.2847	-0.5227	-0.5620	-0.2779	-0.6158	-0.0565	-0.4195	-0.0622	-0.0128
3.6000	0.1232	-0.3254	0.2533	-0.1825	-1.2263	0.8565	0.2185	0.8644	0.0416	-0.5724
3.8000	-0.2306	0.6324	0.1604	0.7831	0.4499	-0.4670	0.0437	0.2816	0.1064	0.4448
4.0000	-0.2729	0.1863	-0.1798	1.1226	0.3322	-0.9470	-0.5493	-0.9218	-0.5576	0.0394
4.2000	0.7703	0.1347	0.5528	0.2921	-0.3068	0.7194	0.2140	0.1352	0.0300	-0.4229
4.4000	-0.2930	-0.4457	-0.8242	0.5803	0.3579	0.2180	-0.5631	0.1302	-0.7988	-0.5500
4.6000	-1.1633	0.8055	0.7282	0.3650	0.9312	1.0184	-0.0568	0.4006	-0.4742	0.7740
4.8000	0.3306	0.2603	0.1346	0.3768	-0.1955	-0.0991	0.4409	-0.6958	0.2292	-0.0415
5.0000	-0.4373	-0.3614	-0.0192	0.2807	-0.5628	0.8524	-0.1952	0.0430	-0.9133	-0.1891
5.2000	-1.1230	-0.0728	0.1952	-1.2009	-0.0959	-0.2922	-0.2145	0.1868	0.1995	0.8005
5.4000	-0.2148	-0.3651	0.0695	0.3246	-0.3198	0.4693	0.0296	-0.3121	-0.2473	0.0335
5.6000	-0.3778	0.6534	-0.0741	-0.1449	0.3323	0.6799	-0.2704	-0.0656	0.1800	0.7716
5.8000	0.1897	0.6517	0.1698	-0.6489	-0.5865	0.2552	0.2881	-0.2727	-0.1156	-0.9381
6.0000	0.9177	0.3611	0.0671	-0.6490	0.2110	0.0681	-1.2220	-0.0659	1.0723	-0.0277
6.2000	-0.9295	0.9105	-0.1881	-0.3103	0.0325	-0.3647	0.9126	0.5756	-0.0034	-0.0800
6.4000	0.4669	-0.7441	-0.3682	-0.4114	-1.0659	-1.0730	-0.2847	0.1494	0.6763	-0.5896
6.6000	0.2854	-0.4226	-0.2962	0.5789	0.3466	0.3612	-0.2282	-0.5207	-0.2561	-0.1642
6.8000	0.0726	0.3885	-0.6075	0.0545	-0.2524	-0.9982	1.3592	0.1755	1.0909	-0.2394
7.0000	-0.4837	-0.2299	0.0726	-0.3478	0.2829	0.1803	-0.1044	-0.5305	-0.3528	-0.3851
7.2000	0.2497	-0.6775	0.5874	-0.0302	0.0334	0.1252	-0.5662	0.2807	-0.0677	-0.0715
7.4000	0.1204	0.5301	0.5569	0.3099	0.2705	0.6868	0.1525	-0.0299	-0.4786	-0.3072
7.6000	0.8771	-0.6437	-0.1774	0.7438	-0.5899	0.6072	0.6640	-0.7992	-0.4966	0.7128
7.8000	-0.5825	-0.4735	0.8887	0.7719	0.1081	-0.0736	-1.2392	0.6503	0.3890	-0.3314
8.0000	0.2708	-0.2394	0.4514	0.3057	0.6400	0.0721	-0.6145	0.1264	-0.7559	0.4992
8.2000	-0.0917	0.4729	0.4292	-0.0544	-0.7442	-0.6417	-0.3388	-0.1828	0.5356	0.4139
8.4000	0.3509	-0.7760	-0.7339	0.6979	-0.2686	0.1082	0.6328	-0.0895	-0.2072	0.1484
8.6000	-0.1989	0.0380	0.3344	0.7496	-0.4553	-0.4874	-0.4088	-0.0740	0.1470	0.0014
8.8000	0.1283	0.0098	0.4537	0.4761	0.3825	0.2060	0.5955	-1.2726	-0.0751	0.3860
9.0000	-0.8360	-0.4251	-0.4781	-0.1846	0.0834	1.0929	0.2108	0.9760	0.3903	0.3186
9.2000	0.0802	-0.8295	-0.1671	0.4636	0.2999	-0.5082	-0.5612	0.4019	1.2022	-0.6195
9.4000	-0.3814	-0.1787	-0.9496	-0.2451	0.0755	-0.1233	-0.5436	-0.4694	0.0573	0.6144
9.6000	-0.1064	0.0696	0.0334	-0.9317	0.1317	0.2912	0.0265	-0.6213	-0.0159	0.7639
9.8000	0.4062	0.0864	0.6264	1.0390	0.1638	0.0749	0.2880	0.0972	-0.3410	1.7586
10.0000	0.1291	0.3522	0.1984	-0.1610	-0.6892	0.2458	-0.9771	-0.4334	1.5064	1.7238
10.2000	0.2555	-0.2407	0.2277	-0.7741	0.2639	-0.8037	0.1876	-0.1990	0.1665	0.8444
10.4000	0.0541	0.1754	-0.4498	-0.1635	0.3279	-0.0212	0.3479	0.0540	0.2448	0.9071
10.6000	-0.4481	-0.6935	-0.4059	-0.6423	0.4476	0.1384	-0.6440	0.2205	0.4458	1.4117
10.8000	0.2269	0.3891	0.1327	-0.5586	0.5385	-0.8816	-0.3189	-0.4558	-0.2672	2.1350
11.0000	0.3693	0.9893	-0.2419	0.1079	0.6512	-0.4743	0.1371	0.1647	-0.2708	2.2888
11.2000	-0.4008	0.9513	0.5030	0.4245	0.3283	0.5780	-0.4777	0.5545	-0.4253	2.9209
11.4000	0.1619	0.9857	-0.0438	-0.4289	0.0120	0.1121	-0.6172	-0.1324	-1.0277	2.1664
11.6000	-0.0419	-1.0428	-0.3212	0.1841	0.5467	0.5858	-0.4489	0.9215	-0.3270	2.8409
11.8000	-0.1525	-0.1791	-0.4120	-0.8210	-0.3167	-0.2848	0.4365	0.0544	0.4337	2.5666
12.0000	-0.0429	-0.5443	1.1728	0.6423	-0.1024	-0.1415	0.0984	-0.3388	0.0658	3.6078
12.2000	0.4341	0.3799	-0.2045	-1.0245	0.0624	0.5861	-0.0481	-1.0701	0.7505	3.4982
12.4000	0.2307	0.3081	0.1031	-0.3360	-0.3219	0.3378	0.5506	-0.5079	-0.4125	4.4915
12.6000	-0.2401	-0.1632	-1.6143	-0.3284	-0.2696	-0.4266	0.1510	0.1950	0.2860	4.7232
12.8000	0.1661	-1.0928	-0.1415	-0.5457	0.5960	-0.1618	0.0018	0.1246	-0.0787	4.7084
13.0000	1.0179	-0.5032	-0.3800	0.0527	-0.0139	-0.0505	-0.9160	0.9128	0.6193	3.5421
13.2000	-0.1997	-0.0439	0.5851	-1.1647	-0.7275	0.5217	0.5035	0.1368	-0.2611	5.0038
13.4000	-0.5815	-0.1388	-0.3706	0.0318	0.2141	-0.1447	-0.1625	0.0593	-0.3347	5.5922
13.6000	-0.0820	-0.7378	-0.2791	-0.2381	-0.1001	0.9189	-0.5830	-0.1849	-0.8957	3.9305
13.8000	0.4236	1.1769	0.7343	-0.5225	-0.4343	-0.1844	-0.1444	-0.1931	0.4605	4.7221
14.0000	-0.3546	0.0108	0.1760	-0.5650	0.7567	0.4230	-0.6723	0.7142	0.1465	4.5184
14.2000	0.5624	0.1440	-0.5114	0.9417	0.1734	0.2615	0.5589	0.8145	-0.7451	4.7975
14.4000	0.4134	-0.4249	0.0828	0.0017	0.0708	-0.1267	-0.9670	0.5314	0.2153	4.6004
14.6000	1.0888	0.2995	0.4931	-0.1957	0.6037	0.4544	-0.2626	1.1160	-0.7008	5.4745
14.8000	-0.4398	-0.3378	0.3110	-0.2417	-0.3986	-0.2363	0.5384	0.8384	-0.3393	4.4368
15.0000	1.1078	0.1246	-0.0519	0.2197	-0.0250	-0.2486	0.2231	1.5509	-0.1757	3.9351
15.2000	0.0451	0.5290	0.4097	-0.3757	0.1766	-0.6557	-0.4464	1.0666	0.3477	4.2196
15.4000	0.4161	0.0458	0.2689	0.4638	-0.5910	-0.2107	-0.6267	1.3729	0.5835	3.6694
